machine_id,lifespan_class,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],timestamp
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,101.482,2026-02-01T11:47:30
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,101.612,2026-02-01T11:47:40
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,101.681,2026-02-01T11:47:50
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,101.778,2026-02-01T11:48:00
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,101.904,2026-02-01T11:48:10
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,101.999,2026-02-01T11:48:20
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,102.11,2026-02-01T11:48:30
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,102.184,2026-02-01T11:48:40
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,102.287,2026-02-01T11:48:50
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,102.394,2026-02-01T11:49:00
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,102.552,2026-02-01T11:49:10
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,102.674,2026-02-01T11:49:20
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,102.771,2026-02-01T11:49:30
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,102.893,2026-02-01T11:49:40
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,103.02,2026-02-01T11:49:50
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,103.124,2026-02-01T11:50:00
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,103.225,2026-02-01T11:50:10
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,103.392,2026-02-01T11:50:20
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,103.501,2026-02-01T11:50:30
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,103.545,2026-02-01T11:50:40
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,103.644,2026-02-01T11:50:50
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,103.746,2026-02-01T11:51:00
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,103.876,2026-02-01T11:51:10
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,103.974,2026-02-01T11:51:20
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,104.077,2026-02-01T11:51:30
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,104.181,2026-02-01T11:51:40
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,104.317,2026-02-01T11:51:50
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,104.412,2026-02-01T11:52:00
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,104.511,2026-02-01T11:52:10
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,104.609,2026-02-01T11:52:20
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,104.707,2026-02-01T11:52:30
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,104.802,2026-02-01T11:52:40
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,104.888,2026-02-01T11:52:50
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,105.032,2026-02-01T11:53:00
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,105.175,2026-02-01T11:53:10
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,105.321,2026-02-01T11:53:20
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,105.402,2026-02-01T11:53:30
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,105.484,2026-02-01T11:53:40
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,105.595,2026-02-01T11:53:50
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,105.675,2026-02-01T11:54:00
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,105.804,2026-02-01T11:54:10
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,105.915,2026-02-01T11:54:20
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,106.009,2026-02-01T11:54:30
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,106.08,2026-02-01T11:54:40
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,106.213,2026-02-01T11:54:50
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,106.299,2026-02-01T11:55:00
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,106.408,2026-02-01T11:55:10
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,106.517,2026-02-01T11:55:20
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,106.648,2026-02-01T11:55:30
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,106.723,2026-02-01T11:55:40
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,106.813,2026-02-01T11:55:50
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,106.915,2026-02-01T11:56:00
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,107.013,2026-02-01T11:56:10
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,107.096,2026-02-01T11:56:20
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,107.185,2026-02-01T11:56:30
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,107.285,2026-02-01T11:56:40
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,107.397,2026-02-01T11:56:50
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,107.516,2026-02-01T11:57:00
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,107.613,2026-02-01T11:57:10
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,107.725,2026-02-01T11:57:20
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,107.824,2026-02-01T11:57:30
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,107.937,2026-02-01T11:57:40
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,108.032,2026-02-01T11:57:50
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,108.122,2026-02-01T11:58:00
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,108.224,2026-02-01T11:58:10
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,108.387,2026-02-01T11:58:20
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,108.515,2026-02-01T11:58:30
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,108.603,2026-02-01T11:58:40
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,108.71,2026-02-01T11:58:50
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,108.802,2026-02-01T11:59:00
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,108.907,2026-02-01T11:59:10
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,109.063,2026-02-01T11:59:20
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,109.144,2026-02-01T11:59:30
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,109.227,2026-02-01T11:59:40
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,109.28,2026-02-01T11:59:50
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,109.391,2026-02-01T12:00:00
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,109.494,2026-02-01T12:00:10
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,109.615,2026-02-01T12:00:20
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,109.732,2026-02-01T12:00:30
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,109.809,2026-02-01T12:00:40
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,109.92,2026-02-01T12:00:50
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,110.033,2026-02-01T12:01:00
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,110.119,2026-02-01T12:01:10
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,110.194,2026-02-01T12:01:20
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,110.304,2026-02-01T12:01:30
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,110.391,2026-02-01T12:01:40
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,110.517,2026-02-01T12:01:50
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,110.635,2026-02-01T12:02:00
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,110.768,2026-02-01T12:02:10
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,110.843,2026-02-01T12:02:20
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,110.937,2026-02-01T12:02:30
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,111.08,2026-02-01T12:02:40
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,111.202,2026-02-01T12:02:50
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,111.301,2026-02-01T12:03:00
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,111.4,2026-02-01T12:03:10
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,111.499,2026-02-01T12:03:20
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,111.598,2026-02-01T12:03:30
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,111.698,2026-02-01T12:03:40
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,111.816,2026-02-01T12:03:50
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,111.916,2026-02-01T12:04:00
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,112.051,2026-02-01T12:04:10
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,112.11,2026-02-01T12:04:20
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,112.195,2026-02-01T12:04:30
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,112.272,2026-02-01T12:04:40
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,112.421,2026-02-01T12:04:50
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,112.524,2026-02-01T12:05:00
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,112.651,2026-02-01T12:05:10
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,112.775,2026-02-01T12:05:20
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,112.853,2026-02-01T12:05:30
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,112.946,2026-02-01T12:05:40
MCH-M-03,medium,H,320.0,340.0,1900.0,90.0,113.055,2026-02-01T12:05:50
MCH-M-03,medium,H,319.704,340.0,1900.0,90.0,113.163,2026-02-01T12:06:00
MCH-M-03,medium,H,319.616,340.0,1900.0,90.0,113.276,2026-02-01T12:06:10
MCH-M-03,medium,H,319.275,340.0,1900.0,90.0,113.377,2026-02-01T12:06:20
MCH-M-03,medium,H,319.084,340.0,1900.0,90.0,113.474,2026-02-01T12:06:30
MCH-M-03,medium,H,318.849,340.0,1900.0,90.0,113.593,2026-02-01T12:06:40
MCH-M-03,medium,H,318.529,340.0,1900.0,90.0,113.714,2026-02-01T12:06:50
MCH-M-03,medium,H,318.313,340.0,1900.0,90.0,113.836,2026-02-01T12:07:00
MCH-M-03,medium,H,318.059,340.0,1900.0,90.0,113.917,2026-02-01T12:07:10
MCH-M-03,medium,H,317.884,340.0,1821.258,90.0,114.044,2026-02-01T12:07:20
MCH-M-03,medium,H,317.767,340.0,1811.524,90.0,114.075,2026-02-01T12:07:30
MCH-M-03,medium,H,317.573,340.0,1811.784,90.0,114.166,2026-02-01T12:07:40
MCH-M-03,medium,H,317.313,340.0,1803.994,90.0,114.265,2026-02-01T12:07:50
MCH-M-03,medium,H,317.119,340.0,1781.733,90.0,114.334,2026-02-01T12:08:00
MCH-M-03,medium,H,317.051,340.0,1770.997,90.0,114.522,2026-02-01T12:08:10
MCH-M-03,medium,H,316.961,340.0,1767.977,90.0,114.632,2026-02-01T12:08:20
MCH-M-03,medium,H,316.75,340.0,1744.658,90.0,114.747,2026-02-01T12:08:30
MCH-M-04,medium,M,299.62,310.002,1531.713,46.452,2.429,2026-02-01T09:23:00
MCH-M-04,medium,M,299.913,310.177,1524.582,46.446,2.539,2026-02-01T09:23:10
MCH-M-04,medium,M,300.214,310.641,1525.675,46.253,2.67,2026-02-01T09:23:20
MCH-M-04,medium,M,300.472,310.831,1522.625,46.395,2.8,2026-02-01T09:23:30
MCH-M-04,medium,M,300.889,311.121,1537.37,46.654,2.956,2026-02-01T09:23:40
MCH-M-04,medium,M,301.075,311.474,1541.417,46.945,3.073,2026-02-01T09:23:50
MCH-M-04,medium,M,301.201,311.73,1556.112,47.274,3.199,2026-02-01T09:24:00
MCH-M-04,medium,M,301.462,311.78,1547.544,47.501,3.273,2026-02-01T09:24:10
MCH-M-04,medium,M,301.528,312.298,1550.091,47.287,3.367,2026-02-01T09:24:20
MCH-M-04,medium,M,301.658,312.579,1554.776,47.747,3.501,2026-02-01T09:24:30
MCH-M-04,medium,M,301.775,312.798,1563.506,47.478,3.613,2026-02-01T09:24:40
MCH-M-04,medium,M,302.057,313.241,1572.388,46.871,3.724,2026-02-01T09:24:50
MCH-M-04,medium,M,302.25,313.49,1576.866,46.696,3.849,2026-02-01T09:25:00
MCH-M-04,medium,M,302.666,313.787,1569.595,47.159,3.943,2026-02-01T09:25:10
MCH-M-04,medium,M,303.035,313.992,1576.855,47.995,4.082,2026-02-01T09:25:20
MCH-M-04,medium,M,303.337,314.315,1571.819,47.709,4.191,2026-02-01T09:25:30
MCH-M-04,medium,M,303.553,314.701,1580.806,48.108,4.289,2026-02-01T09:25:40
MCH-M-04,medium,M,303.917,315.205,1570.341,48.096,4.415,2026-02-01T09:25:50
MCH-M-04,medium,M,304.091,315.679,1572.107,48.071,4.513,2026-02-01T09:26:00
MCH-M-04,medium,M,304.376,316.205,1568.103,48.714,4.673,2026-02-01T09:26:10
MCH-M-04,medium,M,304.817,316.739,1585.996,49.172,4.826,2026-02-01T09:26:20
MCH-M-04,medium,M,304.97,317.101,1592.011,49.714,4.949,2026-02-01T09:26:30
MCH-M-04,medium,M,305.378,317.65,1609.54,50.334,5.058,2026-02-01T09:26:40
MCH-M-04,medium,M,305.764,318.14,1612.007,50.821,5.2,2026-02-01T09:26:50
MCH-M-04,medium,M,306.153,318.712,1613.627,51.605,5.321,2026-02-01T09:27:00
MCH-M-04,medium,M,306.588,319.245,1622.308,52.176,5.408,2026-02-01T09:27:10
MCH-M-04,medium,M,307.111,319.759,1637.663,52.378,5.544,2026-02-01T09:27:20
MCH-M-04,medium,M,307.353,320.297,1636.451,52.981,5.598,2026-02-01T09:27:30
MCH-M-04,medium,M,307.663,320.944,1643.072,53.769,5.685,2026-02-01T09:27:40
MCH-M-04,medium,M,308.223,321.293,1661.037,54.315,5.792,2026-02-01T09:27:50
MCH-M-04,medium,M,308.683,321.839,1668.807,54.871,5.914,2026-02-01T09:28:00
MCH-M-04,medium,M,309.03,322.242,1669.668,55.057,6.034,2026-02-01T09:28:10
MCH-M-04,medium,M,309.476,322.501,1682.541,56.024,6.096,2026-02-01T09:28:20
MCH-M-04,medium,M,309.702,323.1,1693.058,56.543,6.152,2026-02-01T09:28:30
MCH-M-04,medium,M,310.023,323.513,1699.03,56.652,6.254,2026-02-01T09:28:40
MCH-M-04,medium,M,310.522,323.756,1709.602,57.178,6.392,2026-02-01T09:28:50
MCH-M-04,medium,M,311.096,324.436,1724.502,57.382,6.506,2026-02-01T09:29:00
MCH-M-04,medium,M,311.432,325.088,1740.263,57.647,6.646,2026-02-01T09:29:10
MCH-M-04,medium,M,311.924,325.515,1754.241,58.216,6.694,2026-02-01T09:29:20
MCH-M-04,medium,M,312.183,326.171,1778.633,59.527,6.806,2026-02-01T09:29:30
MCH-M-04,medium,M,312.575,326.603,1796.373,60.216,6.955,2026-02-01T09:29:40
MCH-M-04,medium,M,313.067,327.158,1814.496,61.126,7.061,2026-02-01T09:29:50
MCH-M-04,medium,M,313.444,327.767,1832.883,61.676,7.156,2026-02-01T09:30:00
MCH-M-04,medium,M,314.052,328.419,1857.602,62.446,7.275,2026-02-01T09:30:10
MCH-M-04,medium,M,314.619,329.077,1872.079,62.962,7.344,2026-02-01T09:30:20
MCH-M-04,medium,M,315.073,329.552,1894.403,63.574,7.438,2026-02-01T09:30:30
MCH-M-04,medium,M,315.565,330.058,1900.0,64.328,7.567,2026-02-01T09:30:40
MCH-M-04,medium,M,316.115,330.374,1900.0,65.36,7.651,2026-02-01T09:30:50
MCH-M-04,medium,M,316.641,330.805,1900.0,66.235,7.757,2026-02-01T09:31:00
MCH-M-04,medium,M,317.037,331.466,1900.0,66.766,7.829,2026-02-01T09:31:10
MCH-M-04,medium,M,317.642,332.11,1900.0,66.646,7.939,2026-02-01T09:31:20
MCH-M-04,medium,M,318.15,332.569,1900.0,67.752,7.991,2026-02-01T09:31:30
MCH-M-04,medium,M,318.541,333.057,1900.0,68.557,8.096,2026-02-01T09:31:40
MCH-M-04,medium,M,319.051,333.679,1900.0,69.48,8.191,2026-02-01T09:31:50
MCH-M-04,medium,M,319.561,334.047,1900.0,70.382,8.318,2026-02-01T09:32:00
MCH-M-04,medium,M,320.0,334.479,1900.0,70.892,8.424,2026-02-01T09:32:10
MCH-M-04,medium,M,320.0,334.705,1900.0,71.263,8.499,2026-02-01T09:32:20
MCH-M-04,medium,M,320.0,334.985,1900.0,71.93,8.654,2026-02-01T09:32:30
MCH-M-04,medium,M,320.0,335.527,1900.0,72.569,8.76,2026-02-01T09:32:40
MCH-M-04,medium,M,320.0,335.964,1900.0,73.489,8.843,2026-02-01T09:32:50
MCH-M-04,medium,M,320.0,336.138,1900.0,74.5,8.976,2026-02-01T09:33:00
MCH-M-04,medium,M,320.0,336.549,1900.0,75.52,9.08,2026-02-01T09:33:10
MCH-M-04,medium,M,320.0,337.018,1900.0,76.197,9.188,2026-02-01T09:33:20
MCH-M-04,medium,M,320.0,337.079,1900.0,76.757,9.286,2026-02-01T09:33:30
MCH-M-04,medium,M,320.0,337.398,1900.0,76.967,9.393,2026-02-01T09:33:40
MCH-M-04,medium,M,320.0,337.796,1900.0,78.3,9.474,2026-02-01T09:33:50
MCH-M-04,medium,M,320.0,338.095,1900.0,79.551,9.582,2026-02-01T09:34:00
MCH-M-04,medium,M,320.0,338.32,1900.0,79.865,9.678,2026-02-01T09:34:10
MCH-M-04,medium,M,320.0,338.66,1900.0,81.416,9.827,2026-02-01T09:34:20
MCH-M-04,medium,M,320.0,339.032,1900.0,82.15,9.911,2026-02-01T09:34:30
MCH-M-04,medium,M,320.0,339.342,1900.0,83.046,10.055,2026-02-01T09:34:40
MCH-M-04,medium,M,320.0,339.5,1900.0,84.177,10.181,2026-02-01T09:34:50
MCH-M-04,medium,M,320.0,339.821,1900.0,85.332,10.333,2026-02-01T09:35:00
MCH-M-04,medium,M,320.0,340.0,1900.0,85.813,10.454,2026-02-01T09:35:10
MCH-M-04,medium,M,320.0,340.0,1900.0,86.666,10.625,2026-02-01T09:35:20
MCH-M-04,medium,M,320.0,340.0,1900.0,87.462,10.775,2026-02-01T09:35:30
MCH-M-04,medium,M,320.0,340.0,1900.0,88.195,10.878,2026-02-01T09:35:40
MCH-M-04,medium,M,320.0,340.0,1900.0,89.268,10.956,2026-02-01T09:35:50
MCH-M-04,medium,M,320.0,340.0,1900.0,90.0,11.057,2026-02-01T09:36:00
MCH-M-04,medium,M,320.0,340.0,1900.0,90.0,11.104,2026-02-01T09:36:10
MCH-M-04,medium,M,320.0,340.0,1900.0,90.0,11.24,2026-02-01T09:36:20
MCH-M-04,medium,M,320.0,340.0,1900.0,90.0,11.353,2026-02-01T09:36:30
MCH-M-04,medium,M,320.0,340.0,1900.0,90.0,11.445,2026-02-01T09:36:40
MCH-M-04,medium,M,320.0,340.0,1900.0,90.0,11.57,2026-02-01T09:36:50
MCH-M-04,medium,M,320.0,340.0,1900.0,90.0,11.648,2026-02-01T09:37:00
MCH-M-04,medium,M,320.0,340.0,1900.0,90.0,11.799,2026-02-01T09:37:10
MCH-M-04,medium,M,320.0,340.0,1900.0,90.0,11.916,2026-02-01T09:37:20
MCH-M-04,medium,M,320.0,340.0,1900.0,90.0,11.984,2026-02-01T09:37:30
MCH-M-04,medium,M,320.0,340.0,1900.0,90.0,12.093,2026-02-01T09:37:40
MCH-M-04,medium,M,320.0,340.0,1900.0,90.0,12.202,2026-02-01T09:37:50
MCH-M-04,medium,M,320.0,340.0,1900.0,90.0,12.358,2026-02-01T09:38:00
MCH-M-04,medium,M,320.0,340.0,1900.0,90.0,12.445,2026-02-01T09:38:10
MCH-M-04,medium,M,320.0,340.0,1900.0,90.0,12.541,2026-02-01T09:38:20
MCH-M-04,medium,M,320.0,340.0,1900.0,90.0,12.627,2026-02-01T09:38:30
MCH-M-04,medium,M,320.0,340.0,1900.0,90.0,12.745,2026-02-01T09:38:40
MCH-M-04,medium,M,320.0,340.0,1900.0,90.0,12.879,2026-02-01T09:38:50
MCH-M-04,medium,M,320.0,340.0,1900.0,90.0,12.943,2026-02-01T09:39:00
MCH-M-04,medium,M,320.0,340.0,1900.0,90.0,13.02,2026-02-01T09:39:10
MCH-M-04,medium,M,320.0,340.0,1900.0,90.0,13.159,2026-02-01T09:39:20
MCH-M-04,medium,M,320.0,340.0,1900.0,90.0,13.275,2026-02-01T09:39:30
MCH-M-04,medium,M,320.0,340.0,1900.0,90.0,13.323,2026-02-01T09:39:40
MCH-M-04,medium,M,320.0,340.0,1900.0,90.0,13.475,2026-02-01T09:39:50
MCH-M-04,medium,M,320.0,340.0,1900.0,90.0,13.566,2026-02-01T09:40:00
MCH-M-04,medium,M,320.0,340.0,1900.0,90.0,13.655,2026-02-01T09:40:10
MCH-M-04,medium,M,320.0,340.0,1900.0,90.0,13.776,2026-02-01T09:40:20
MCH-M-04,medium,M,320.0,340.0,1900.0,90.0,13.864,2026-02-01T09:40:30
MCH-M-04,medium,M,320.0,340.0,1900.0,90.0,13.973,2026-02-01T09:40:40
MCH-M-04,medium,M,320.0,340.0,1900.0,90.0,14.143,2026-02-01T09:40:50
MCH-M-04,medium,M,320.0,339.959,1900.0,90.0,14.265,2026-02-01T09:41:00
MCH-M-04,medium,M,320.0,339.626,1900.0,90.0,14.394,2026-02-01T09:41:10
MCH-M-04,medium,M,320.0,339.154,1900.0,90.0,14.532,2026-02-01T09:41:20
MCH-M-04,medium,M,320.0,338.786,1900.0,90.0,14.634,2026-02-01T09:41:30
MCH-M-04,medium,M,320.0,338.398,1900.0,90.0,14.737,2026-02-01T09:41:40
MCH-M-04,medium,M,320.0,338.083,1900.0,90.0,14.79,2026-02-01T09:41:50
MCH-M-04,medium,M,320.0,337.909,1900.0,90.0,14.882,2026-02-01T09:42:00
MCH-M-04,medium,M,320.0,337.382,1900.0,90.0,14.983,2026-02-01T09:42:10
MCH-M-04,medium,M,320.0,337.074,1900.0,90.0,15.107,2026-02-01T09:42:20
MCH-M-04,medium,M,320.0,336.603,1900.0,90.0,15.209,2026-02-01T09:42:30
MCH-M-04,medium,M,320.0,336.319,1900.0,90.0,15.296,2026-02-01T09:42:40
MCH-M-04,medium,M,320.0,336.112,1900.0,90.0,15.381,2026-02-01T09:42:50
MCH-M-04,medium,M,320.0,335.736,1900.0,90.0,15.52,2026-02-01T09:43:00
MCH-M-04,medium,M,320.0,335.27,1900.0,90.0,15.636,2026-02-01T09:43:10
MCH-M-04,medium,M,320.0,335.858,1900.0,90.0,15.769,2026-02-01T09:43:20
MCH-M-04,medium,M,320.0,335.531,1900.0,90.0,15.897,2026-02-01T09:43:30
MCH-M-04,medium,M,320.0,335.197,1900.0,90.0,15.983,2026-02-01T09:43:40
MCH-M-04,medium,M,320.0,334.59,1900.0,90.0,16.052,2026-02-01T09:43:50
MCH-M-04,medium,M,320.0,334.132,1900.0,90.0,16.169,2026-02-01T09:44:00
MCH-M-04,medium,M,320.0,333.6,1900.0,90.0,16.243,2026-02-01T09:44:10
MCH-M-04,medium,M,320.0,333.2,1900.0,90.0,16.375,2026-02-01T09:44:20
MCH-M-04,medium,M,320.0,332.67,1900.0,90.0,16.48,2026-02-01T09:44:30
MCH-M-04,medium,M,320.0,332.119,1900.0,90.0,16.618,2026-02-01T09:44:40
MCH-M-04,medium,M,320.0,331.773,1900.0,90.0,16.724,2026-02-01T09:44:50
MCH-M-04,medium,M,320.0,331.37,1900.0,90.0,16.796,2026-02-01T09:45:00
MCH-M-04,medium,M,320.0,330.982,1900.0,90.0,16.904,2026-02-01T09:45:10
MCH-M-04,medium,M,320.0,330.66,1900.0,90.0,17.004,2026-02-01T09:45:20
MCH-M-04,medium,M,320.0,329.897,1900.0,90.0,17.095,2026-02-01T09:45:30
MCH-M-04,medium,M,320.0,329.33,1900.0,90.0,17.228,2026-02-01T09:45:40
MCH-M-04,medium,M,320.0,328.864,1900.0,90.0,17.344,2026-02-01T09:45:50
MCH-M-04,medium,M,320.0,328.231,1900.0,90.0,17.471,2026-02-01T09:46:00
MCH-M-04,medium,M,320.0,327.649,1900.0,90.0,17.597,2026-02-01T09:46:10
MCH-M-04,medium,M,320.0,327.25,1900.0,90.0,17.701,2026-02-01T09:46:20
MCH-M-04,medium,M,320.0,326.741,1900.0,90.0,17.817,2026-02-01T09:46:30
MCH-M-04,medium,M,320.0,326.172,1900.0,90.0,17.925,2026-02-01T09:46:40
MCH-M-04,medium,M,320.0,325.432,1900.0,90.0,18.021,2026-02-01T09:46:50
MCH-M-04,medium,M,320.0,324.775,1900.0,90.0,18.16,2026-02-01T09:47:00
MCH-M-04,medium,M,320.0,326.071,1900.0,90.0,18.264,2026-02-01T09:47:10
MCH-M-04,medium,M,320.0,325.442,1900.0,90.0,18.38,2026-02-01T09:47:20
MCH-M-04,medium,M,320.0,325.052,1900.0,90.0,18.505,2026-02-01T09:47:30
MCH-M-04,medium,M,319.722,324.627,1900.0,90.0,18.618,2026-02-01T09:47:40
MCH-M-04,medium,M,319.155,324.335,1900.0,90.0,18.671,2026-02-01T09:47:50
MCH-M-04,medium,M,318.605,323.868,1900.0,90.0,18.844,2026-02-01T09:48:00
MCH-M-04,medium,M,317.996,323.458,1900.0,90.0,18.989,2026-02-01T09:48:10
MCH-M-04,medium,M,317.469,323.079,1900.0,90.0,19.121,2026-02-01T09:48:20
MCH-M-04,medium,M,317.057,322.49,1900.0,90.0,19.196,2026-02-01T09:48:30
MCH-M-04,medium,M,316.704,322.207,1900.0,90.0,19.29,2026-02-01T09:48:40
MCH-M-04,medium,M,316.154,321.686,1900.0,90.0,19.404,2026-02-01T09:48:50
MCH-M-04,medium,M,315.681,321.234,1900.0,90.0,19.485,2026-02-01T09:49:00
MCH-M-04,medium,M,314.97,320.856,1900.0,90.0,19.604,2026-02-01T09:49:10
MCH-M-04,medium,M,314.541,320.6,1900.0,90.0,19.708,2026-02-01T09:49:20
MCH-M-04,medium,M,314.173,320.017,1900.0,90.0,19.787,2026-02-01T09:49:30
MCH-M-04,medium,M,313.764,319.768,1900.0,90.0,19.944,2026-02-01T09:49:40
MCH-M-04,medium,M,313.199,319.453,1900.0,90.0,20.072,2026-02-01T09:49:50
MCH-M-04,medium,M,312.627,319.089,1900.0,90.0,20.146,2026-02-01T09:50:00
MCH-M-04,medium,M,312.302,318.582,1900.0,90.0,20.252,2026-02-01T09:50:10
MCH-M-04,medium,M,311.987,318.075,1900.0,90.0,20.341,2026-02-01T09:50:20
MCH-M-04,medium,M,311.701,317.601,1900.0,90.0,20.488,2026-02-01T09:50:30
MCH-M-04,medium,M,311.267,317.356,1900.0,90.0,20.562,2026-02-01T09:50:40
MCH-M-04,medium,M,310.76,317.022,1900.0,90.0,20.712,2026-02-01T09:50:50
MCH-M-04,medium,M,310.19,316.88,1900.0,90.0,20.818,2026-02-01T09:51:00
